0.16677,0.696,0.00061538,0.00061538,0.136
0.90917,0.00087336,0.00087336,0.00087336,0.08821
0.54337,0.031145,0.080051,0.1547,0.19073
0.93898,0.057627,0.0011299,0.0011299,0.0011299
0.45732,0.0079762,0.052564,0.13134,0.35081
0.80144,0.00047962,0.048441,0.14916,0.00047962
0.84834,0.00017969,0.010961,0.12058,0.019946
0.95429,0.0019048,0.0019048,0.020952,0.020952
0.89091,0.0020202,0.0020202,0.0020202,0.10303
0.18049,0.001626,0.81463,0.001626,0.001626
0.66847,0.0018018,0.32613,0.0018018,0.0018018
0.99238,0.0019048,0.0019048,0.0019048,0.0019048
0.82745,0.0039216,0.16078,0.0039216,0.0039216
0.99036,0.0024096,0.0024096,0.0024096,0.0024096
0.034719,0.000489,0.96381,0.000489,0.000489
0.97228,0.0019802,0.0019802,0.021782,0.0019802
0.095873,0.00063492,0.90222,0.00063492,0.00063492
0.014765,0.0013423,0.82013,0.16242,0.0013423
0.76946,0.00098522,0.21773,0.00098522,0.010837
0.98873,0.0028169,0.0028169,0.0028169,0.0028169
0.0070352,0.00033501,0.99196,0.00033501,0.00033501
0.057069,0.10334,0.83856,0.00051414,0.00051414
0.99036,0.0024096,0.0024096,0.0024096,0.0024096
0.84253,0.00042105,0.038316,0.10147,0.017263
0.998,0.00049875,0.00049875,0.00049875,0.00049875
0.54667,0.0012121,0.086061,0.098182,0.26788
0.12941,0.00056022,0.33109,0.12381,0.41513
0.33761,0.028148,0.33432,0.1549,0.14502
0.41267,0.00024845,0.48224,0.10211,0.0027329
0.7578,0.054871,0.021031,0.097365,0.068933
0.40698,0.42603,0.00063492,0.00063492,0.16571
0.7526,0.16301,0.0011561,0.0011561,0.082081
0.88874,0.10728,0.0013245,0.0013245,0.0013245
0.28791,0.0021978,0.66154,0.046154,0.0021978
0.29182,0.60709,0.0021675,0.00019704,0.098719
0.45311,0.5322,0.0011299,0.0011299,0.012429
0.62129,0.30643,0.027051,0.044789,0.00044346
0.75819,0.13672,0.046328,0.0011299,0.057627
0.86873,0.0056848,0.0005168,0.12455,0.0005168
0.91027,0.054927,0.033962,0.00041929,0.00041929
0.95073,0.047507,0.00058651,0.00058651,0.00058651
0.95017,0.0006734,0.0006734,0.041077,0.0074074
0.97269,0.00080321,0.00080321,0.0249,0.00080321
0.63113,0.00077821,0.36654,0.00077821,0.00077821
0.66116,0.00061162,0.29419,0.043425,0.00061162
0.88013,0.00065147,0.00065147,0.065798,0.052769
0.55359,0.001105,0.001105,0.1116,0.3326
0.90222,0.00063492,0.095873,0.00063492,0.00063492
0.83067,0.004499,0.12311,0.041309,0.000409
0.29391,0.66411,0.00045147,0.041084,0.00045147
0.85588,0.00038536,0.00038536,0.14297,0.00038536
0.65405,0.0004914,0.32973,0.010319,0.0054054
0.83492,0.018594,0.14558,0.00045351,0.00045351
0.95911,0.00063898,0.00063898,0.00063898,0.038978
0.22667,0.00057971,0.075942,0.00057971,0.69623
0.16324,0.0010811,0.33622,0.0010811,0.49838
0.18661,0.75429,0.00029112,0.014847,0.043959
0.39562,0.0014599,0.36642,0.22044,0.016058
0.80051,0.072151,0.10814,0.019023,0.00017138
0.58557,0.040481,0.0004008,0.16072,0.21283
0.48465,0.33581,0.00093023,0.00093023,0.17767
0.1267,0.079305,0.31311,0.48057,0.00031596
0.35205,0.22339,0.0011696,0.0011696,0.42222
0.077512,0.020096,0.00095694,0.00095694,0.90048
0.13692,0.00071685,0.58853,0.00071685,0.27312
0.68052,0.11202,0.0039143,0.19404,0.0095061
0.00031299,0.0097027,0.019092,0.282,0.68889
0.056744,0.12186,0.81953,0.00093023,0.00093023
0.23521,0.74866,0.000489,0.010269,0.005379
0.49719,0.0047516,0.043629,0.32441,0.13002
0.22646,0.00077821,0.13307,0.00077821,0.63891
0.058018,0.00036036,0.00036036,0.43279,0.50847
0.0019467,0.00044925,0.024409,0.16474,0.80845
0.015617,0.00050378,0.41864,0.15164,0.4136
0.012847,0.0001586,0.16035,0.1318,0.69485
0.3363,0.084444,0.57827,0.00049383,0.00049383
0.2,0.00053908,0.21078,0.0059299,0.58275
0.00014134,0.021343,0.15138,0.011449,0.81569
0.4214,0.00073801,0.18524,0.059779,0.33284
0.80472,0.080315,0.0015748,0.096063,0.017323
0.00089686,0.14439,0.80807,0.00089686,0.04574
0.45653,0.0006079,0.21945,0.0006079,0.3228
0.0002805,0.0002805,0.0002805,0.0002805,0.99888
0.90791,0.044604,0.0014388,0.0014388,0.044604
0.00033841,0.00033841,0.7313,0.26768,0.00033841
0.028571,0.037788,0.00092166,0.00092166,0.9318
0.012652,9.0955e-06,0.014835,0.039483,0.93302
0.1383,0.00042365,0.654,0.17566,0.031619
0.087117,0.087117,0.001227,0.001227,0.82331
8.1666e-05,8.1666e-05,0.010698,8.1666e-05,0.98906
0.13983,0.65728,0.055596,0.00024067,0.14705
0.022841,0.0005571,0.011699,0.16212,0.80279
0.055362,0.020449,0.10524,0.1202,0.69875
0.00045558,0.00045558,0.48337,0.0050114,0.51071
0.2735,0.0003252,0.70276,0.0003252,0.023089
0.26459,0.62422,0.00036697,0.022385,0.08844
0.58069,0.0013793,0.38759,0.0013793,0.028966
0.22822,0.12916,0.012083,0.61171,0.018837
0.022955,0.00012682,0.96652,0.0013951,0.0090044
0.00018605,0.00018605,0.42623,0.216,0.3574
0.094696,0.00019286,0.00019286,0.00019286,0.90473
0.33568,0.00088106,0.088987,0.56476,0.0096916
0.88374,0.00032841,0.020033,0.095567,0.00032841
0.74804,0.050534,0.022064,0.1573,0.022064
0.78705,0.00047962,0.053237,0.15875,0.00047962
0.40456,0.00065147,0.28078,0.00065147,0.31336
0.81749,0.00031797,0.17838,0.00031797,0.0034976
0.48406,0.00096618,0.36812,0.00096618,0.14589
0.85042,0.040227,0.028895,0.00056657,0.079887
0.42926,0.068537,0.24489,0.25691,0.0004008
0.29934,0.59385,0.00043956,0.10593,0.00043956
0.2995,0.00099502,0.65771,0.00099502,0.040796
0.86566,0.0033283,0.036611,0.05174,0.042663
0.62967,0.0056266,0.23581,0.12839,0.00051151
0.93712,8.8067e-05,0.061735,8.8067e-05,0.00096874
0.9493,0.019718,0.010329,0.00093897,0.019718
0.72133,0.00094787,0.00094787,0.00094787,0.27583
0.40035,0.049912,0.34726,0.13841,0.064071
0.21247,0.029522,0.0045738,0.63243,0.121
0.05734,0.053399,0.53222,0.19724,0.1598
0.077377,0.0046247,0.04357,0.83086,0.04357
0.019503,0.00038241,0.14187,0.00038241,0.83786
0.36102,0.48124,0.040437,0.014936,0.10237
0.21757,0.0030238,0.15421,0.036141,0.58906
0.058931,0.64792,0.10463,0.07264,0.11589
0.72394,0.19812,0.029108,0.047887,0.00093897
0.20171,0.098929,0.19315,0.43726,0.068951
0.25212,0.00012293,0.061586,0.0025814,0.68359
0.74038,0.00042283,0.034249,0.22452,0.00042283
0.081919,0.00073801,0.25166,0.0081181,0.65756
0.098612,0.010837,0.013524,0.87694,8.9566e-05
0.25591,5.5142e-05,0.097656,0.070085,0.57629
0.54963,0.016296,0.37185,0.060741,0.0014815
0.090657,0.00069204,0.72042,0.097578,0.090657
0.48044,0.00073801,0.00073801,0.11144,0.40664
0.00059968,1.1758e-05,0.055747,0.86732,0.076324
0.46438,0.00085837,0.40429,0.12961,0.00085837
0.21118,0.0085351,0.083903,0.67537,0.021013
0.00021716,0.00021716,0.00021716,0.54528,0.45407
0.39562,0.41052,0.050621,0.12558,0.017656
0.12727,0.0013986,0.86853,0.0013986,0.0013986
0.16444,0.0014815,0.83111,0.0014815,0.0014815
0.14963,0.0014815,0.84593,0.0014815,0.0014815
0.24557,0.00084388,0.55781,0.16118,0.034599
0.21391,0.00010379,0.14022,0.01671,0.62906
0.043377,0.59553,0.28908,0.049185,0.022828
0.57387,0.001005,0.42312,0.001005,0.001005
0.2,0.0019802,0.79406,0.0019802,0.0019802
0.37305,0.037046,0.23028,0.35458,0.0050462
0.087632,0.0045206,0.15558,0.04018,0.71209
0.18845,0.00072202,0.69386,0.080144,0.036823
0.29915,0.00056338,0.60338,0.00056338,0.096338
0.0010811,0.0010811,0.99568,0.0010811,0.0010811
0.0031456,0.73881,0.12796,0.043734,0.086352
0.15906,0.0015748,0.83622,0.0015748,0.0015748
0.10769,0.0011834,0.88876,0.0011834,0.0011834
0.2,0.0011696,0.74971,0.0011696,0.047953
0.52493,0.029378,0.00010455,0.44548,0.00010455
0.1392,0.00053333,0.59787,0.00053333,0.26187
0.18926,0.0013423,0.80671,0.0013423,0.0013423
0.020978,0.71634,0.12879,0.13381,8.3577e-05
0.16847,0.00098522,0.33596,0.00098522,0.4936
0.0017699,0.0017699,0.88673,0.10796,0.0017699
0.75361,0.00076046,0.038783,0.00076046,0.20608
0.36022,0.03816,0.092287,0.17348,0.33586
0.00012878,0.00012878,0.00012878,0.00012878,0.99948
0.90137,0.00016064,0.030683,0.043534,0.024257
0.10581,0.68727,0.1087,0.053916,0.044306
0.38277,0.00074906,0.00074906,0.36779,0.24794
0.90157,0.0010471,0.011518,0.0010471,0.084817
0.131,0.00018957,0.49118,0.37365,0.003981
0.21324,0.00028777,0.16432,0.61899,0.0031655
0.22006,0.1511,0.42696,0.13856,0.063323
0.17827,0.0089703,0.19596,0.61162,0.00518
0.10703,0.00017809,0.68406,0.017988,0.19074
0.1535,0.0002642,0.53659,0.0002642,0.30938
0.74097,0.00088106,0.23877,0.00088106,0.018502
0.71016,0.00020942,0.00020942,0.00020942,0.28921
0.096414,0.00079681,0.00079681,0.00079681,0.9012
0.18554,0.12808,0.1355,0.06506,0.48582
0.02321,0.00016461,0.95984,0.0051029,0.011687
0.10157,0.00034904,0.01082,0.7822,0.10506
0.065795,0.00043573,0.20959,0.004793,0.71939
0.0027615,0.003271,0.97336,0.0019463,0.018658
0.11186,0.00012555,0.085499,0.016447,0.78606
0.34164,0.00023068,0.48927,0.090196,0.078662
0.69655,0.047493,0.10573,0.093125,0.0571
0.51733,0.11611,0.061398,0.30456,0.0006079
0.00084388,0.12743,0.43122,0.00084388,0.43966
0.016251,0.0001609,0.23186,0.65664,0.095093
0.77063,0.11951,0.031984,0.026258,0.051616
0.57382,0.033413,0.18466,0.12529,0.082817
0.00090572,8.2338e-05,0.00090572,8.2338e-05,0.99802
0.00019324,0.33643,0.23014,0.058164,0.37507
0.28921,0.0014388,0.0014388,0.0014388,0.70647
0.08232,0.52395,0.0018779,0.19273,0.19912
0.041288,0.00029283,0.0032211,0.0032211,0.95198
0.030526,0.00012666,0.96656,0.0026599,0.00012666
0.57748,0.00017873,0.0395,0.33441,0.048436
0.75793,0.045955,0.00064725,0.00064725,0.19482
0.011552,0.011552,0.1148,0.86207,2.506e-05
0.6411,0.059207,0.16501,0.13449,0.00020346
0.61825,0.12702,0.06386,0.19018,0.00070175
0.89244,0.0016807,0.0016807,0.10252,0.0016807
0.070467,0.63808,0.0013341,0.11413,0.17599
0.62288,0.051782,0.2727,0.046298,0.0063455
5.3519e-05,0.86599,0.12582,5.3519e-05,0.0080813
0.10756,0.00088889,0.64978,0.24089,0.00088889
0.1276,0.00090498,0.00090498,0.00090498,0.86968
0.14845,0.00047733,0.79761,0.00047733,0.052983
0.0091668,0.75074,0.15455,0.019454,0.066088
0.055451,0.00011068,0.91655,0.0034311,0.02446
0.76053,0.0002649,0.024106,0.018808,0.19629
0.46458,0.00062696,0.35799,0.00062696,0.17618
0.23258,0.015385,0.47089,0.033484,0.24766
0.39137,0.2977,0.21506,0.022222,0.073646
0.00025284,0.28091,0.58432,0.00025284,0.13426
0.0002002,0.0002002,0.07027,0.064264,0.86507
0.65207,0.0011834,0.0011834,0.29704,0.048521
0.1639,0.048375,0.058002,0.61877,0.11095
0.074383,0.0045957,0.070411,0.75183,0.09878
0.77191,0.0031206,0.00028369,0.0059574,0.21872
0.00012369,0.00012369,0.00012369,0.00012369,0.99951
0.018513,0.00030349,0.00030349,0.16419,0.81669
0.209,0.00018002,0.40162,0.066787,0.32241
0.8663,0.044384,0.088219,0.00054795,0.00054795
0.59484,0.077375,0.034007,0.079249,0.21453
0.017422,6.4288e-05,0.13957,0.026422,0.81652
0.14507,0.046044,0.68004,0.066462,0.062379
0.00054496,0.13134,0.00054496,0.00054496,0.86703
0.74104,0.25549,0.0011561,0.0011561,0.0011561
8.3438e-05,8.3438e-05,0.98131,8.3438e-05,0.01844
0.00078042,7.0947e-05,0.067471,0.042639,0.88904
0.10334,0.00051414,0.010797,0.00051414,0.88483
0.17904,0.00013976,0.12593,0.0071279,0.68777
0.27345,0.0054591,0.5067,0.00049628,0.2139
0.8293,0.026752,0.052229,0.090446,0.0012739
0.29887,0.3123,0.099119,0.052958,0.23676
0.061475,0.086254,0.21605,0.60779,0.028437
0.010388,0.97699,0.0012254,0.0026605,0.0087321
0.0033384,0.00030349,0.00030349,0.0033384,0.99272
0.00080972,0.065587,0.55951,0.00080972,0.37328
0.90813,0.00021668,0.058722,0.026219,0.0067172
0.96391,0.0015038,0.031579,0.0015038,0.0015038
0.78745,0.20167,0.00083682,0.009205,0.00083682
0.6596,0.06361,0.18968,0.0063037,0.080802
0.85913,0.00051414,0.067352,0.057069,0.015938
0.7998,0.079552,0.018515,0.044964,0.057172
0.75183,0.011946,0.11599,0.089017,0.031214
0.95117,0.026494,0.0057143,0.00051948,0.016104
0.52627,0.0086275,0.22039,0.055686,0.18902
0.88932,0.00043573,0.10065,0.00043573,0.0091503
0.74737,0.00050125,0.12581,0.11579,0.010526
0.57801,0.021306,0.00068729,0.00068729,0.39931
0.85347,0.0019802,0.0019802,0.14059,0.0019802
0.76813,0.00025094,0.055458,0.17591,0.00025094
