5,2,0.180769230769,10,0.00459662288931
5,2,0.181707317073,8,0.00787154472638
5,2,0.182739212008,14,0.00497804846582
5,2,0.182833020638,12,0.00718662278623
5,2,0.18330206379,6,0.00393996247655
5,2,0.184333958724,4,0.00210808677807
5,2,0.194183864916,2,0.0
5,4,0.180675422139,10,0.00482362481508
5,4,0.182270168856,8,0.0048025987753
5,4,0.182645403377,4,0.00478424015009
5,4,0.182833020638,6,0.00955237212347
5,4,0.18330206379,12,0.0070225017907
5,4,0.18799249531,14,0.00515862179545
5,4,0.194183864916,2,0.0
