0.86162,0.099016,0.037515,0.00061501,0.00061501,0.00061501
0.97818,0.0095986,0.0008726,0.0095986,0.0008726,0.0008726
0.025991,0.00025733,0.10062,0.00025733,0.73109,0.14179
0.90406,0.091422,0.0011287,0.0011287,0.0011287,0.0011287
0.72679,4.9539e-05,0.04414,0.1026,4.9539e-05,0.12637
0.0052733,0.00047939,0.03883,0.15388,0.78667,0.014861
0.012756,0.00017966,0.0019763,0.082824,0.90208,0.00017966
0.0019011,0.020913,0.0019011,0.70532,0.26806,0.0019011
0.0020161,0.0020161,0.22379,0.72782,0.0020161,0.042339
0.13149,0.0016234,0.86201,0.0016234,0.0016234,0.0016234
0.0017986,0.0017986,0.68525,0.30755,0.0017986,0.0017986
0.039924,0.020913,0.28707,0.15399,0.4962,0.0019011
0.0039062,0.0039062,0.0039062,0.62891,0.31641,0.042969
0.0024038,0.050481,0.0024038,0.69952,0.24279,0.0024038
0.00048876,0.00048876,0.79717,0.20088,0.00048876,0.00048876
0.0019763,0.081028,0.0019763,0.53557,0.37747,0.0019763
0.038706,0.00063452,0.95876,0.00063452,0.00063452,0.00063452
0.0013405,0.02815,0.7118,0.0013405,0.24263,0.014745
0.079724,0.020669,0.00098425,0.00098425,0.86713,0.030512
0.002809,0.002809,0.45225,0.002809,0.53652,0.002809
0.0003349,0.0003349,0.99833,0.0003349,0.0003349,0.0003349
0.0056526,0.1444,0.82785,0.00051387,0.0056526,0.01593
0.0024038,0.0024038,0.36298,0.50721,0.1226,0.0024038
0.0383,0.00042088,0.00042088,0.076178,0.87163,0.013047
0.050349,0.0004985,0.0004985,0.0004985,0.94766,0.0004985
0.24334,0.0012107,0.14649,0.13438,0.27966,0.19492
0.039754,0.00055991,0.00055991,0.42609,0.24132,0.29171
0.085747,0.00016458,0.00016458,0.53835,0.32604,0.049539
0.052409,0.037506,0.58147,0.21634,0.099603,0.012668
0.047299,0.018867,0.0085141,0.10524,0.74666,0.073413
0.43211,0.48921,0.00063452,0.0069797,0.00063452,0.070431
0.0011547,0.42841,0.0011547,0.43995,0.12818,0.0011547
0.78175,0.21296,0.0013228,0.0013228,0.0013228,0.0013228
0.28728,0.046053,0.002193,0.61623,0.046053,0.002193
0.51241,0.34102,0.00019701,0.041568,0.061269,0.043538
0.54289,0.4526,0.0011287,0.0011287,0.0011287,0.0011287
0.022606,0.36392,0.04477,0.00044326,0.56782,0.00044326
0.057562,0.0011287,0.0011287,0.24944,0.59932,0.091422
0.00051653,0.021178,0.00051653,0.072831,0.89928,0.0056818
0.00041911,0.23512,0.0088013,0.00041911,0.73386,0.021375
0.14127,0.053341,0.00058617,0.00058617,0.80363,0.00058617
0.00067295,0.00067295,0.0074024,0.00067295,0.95626,0.03432
0.0088283,0.0088283,0.0088283,0.00080257,0.97191,0.00080257
0.30404,0.0007776,0.1563,0.52955,0.0085537,0.0007776
0.00061125,0.00061125,0.34291,0.025061,0.6302,0.00061125
0.085286,0.00065104,0.00065104,0.00065104,0.89909,0.013672
0.0011038,0.0011038,0.0011038,0.74062,0.11148,0.14459
0.74937,0.00063452,0.00063452,0.14023,0.1085,0.00063452
0.00040883,0.00040883,0.00040883,0.098528,0.89984,0.00040883
0.00045126,0.58709,0.013989,0.099729,0.29829,0.00045126
0.00038521,0.00038521,0.00038521,0.015794,0.97881,0.0042373
0.010314,0.00049116,0.2166,0.034872,0.73723,0.00049116
0.0095195,0.018586,0.095648,0.00045331,0.87534,0.00045331
0.00063857,0.00063857,0.00063857,0.00063857,0.92656,0.070881
0.19757,0.00057937,0.00057937,0.052723,0.00057937,0.74797
0.30346,0.0010799,0.0010799,0.14147,0.0010799,0.55184
0.46886,0.52125,0.00029104,0.0061118,0.0032014,0.00029104
0.293,0.016035,0.26385,0.293,0.13265,0.0014577
0.049863,0.17495,0.0035984,0.61703,0.15439,0.00017135
0.2488,0.048478,0.00040064,0.6254,0.016426,0.060497
0.41914,0.32621,0.00092937,0.00092937,0.056691,0.1961
0.26248,0.006633,0.26563,0.00031586,0.37618,0.088756
0.0011682,0.036215,0.0011682,0.0011682,0.19977,0.76051
0.00095602,0.00095602,0.00095602,0.039197,0.00095602,0.95698
0.065186,0.00071633,0.07235,0.58811,0.015043,0.2586
0.046776,0.097093,0.18468,0.00018636,0.61144,0.059821
0.25063,0.00031289,0.00031289,0.18492,0.00031289,0.56352
0.68866,0.038104,0.084572,0.1868,0.00092937,0.00092937
0.56256,0.43548,0.00048876,0.00048876,0.00048876,0.00048876
0.50561,0.0047496,0.10838,0.23359,0.14724,0.00043178
0.1874,0.0007776,0.01633,0.39736,0.0007776,0.39736
0.55151,0.0039625,0.00036023,0.014769,0.00036023,0.42903
0.83132,2.1392e-05,0.0032302,0.15939,2.1392e-05,0.0060112
0.35801,0.00050352,0.16667,0.27241,0.00050352,0.20191
0.00015858,0.00015858,0.10958,0.17618,0.0065017,0.70742
0.72606,0.015301,0.19299,0.064659,0.00049358,0.00049358
0.04903,0.00053879,0.21067,0.011315,0.016703,0.71175
0.00014132,0.0015546,0.11603,0.025579,0.00014132,0.85656
0.00073746,0.00073746,0.00073746,0.12611,0.20723,0.66445
0.78774,0.0015723,0.0015723,0.0015723,0.20597,0.0015723
0.35036,0.10842,0.25179,0.1353,0.00089606,0.15323
0.15857,0.00060753,0.00060753,0.41981,0.0066829,0.41373
0.00028043,0.00028043,0.00028043,0.00028043,0.00028043,0.9986
0.27443,0.17385,0.0014368,0.51868,0.030172,0.0014368
0.00033829,0.067997,0.13566,0.76488,0.030785,0.00033829
0.046961,0.00092081,0.00092081,0.010129,0.00092081,0.94015
0.014562,0.00028196,0.01538,0.046214,9.0954e-06,0.92355
0.08592,0.00080875,0.001579,0.69287,0.21879,3.8512e-05
0.25858,0.0012255,0.0012255,0.0012255,0.0012255,0.73652
8.1659e-05,8.1659e-05,0.00089825,0.0041646,8.1659e-05,0.99469
0.21439,0.46704,0.017084,0.17589,0.043551,0.08205
0.00055679,0.0061247,0.00055679,0.00055679,0.028396,0.96381
0.44417,0.010469,0.0004985,0.14008,0.0004985,0.40429
0.11885,0.00045537,0.36931,0.12341,0.00045537,0.38752
0.0035761,0.0003251,0.78381,0.0003251,0.21164,0.0003251
0.11409,0.62766,0.0077036,0.0040352,0.24615,0.00036684
0.81405,0.0013774,0.0013774,0.18044,0.0013774,0.0013774
0.038346,0.61466,7.5041e-05,0.039097,0.10363,0.20419
0.00012681,0.00012681,0.96386,0.00012681,0.034365,0.0013949
0.00018601,0.00018601,0.28664,0.00018601,0.00018601,0.71261
0.02526,0.0098342,0.00019283,0.052256,0.00019283,0.91226
0.31778,0.00088028,0.00088028,0.00088028,0.6787,0.00088028
0.069271,0.026592,0.0003283,0.1612,0.74228,0.0003283
0.14296,0.00071124,0.036273,0.12162,0.69772,0.00071124
0.00047939,0.00047939,0.053212,0.15868,0.78667,0.00047939
0.00065104,0.00065104,0.00065104,0.88607,0.00065104,0.11133
0.42626,0.00031786,0.00031786,0.57247,0.00031786,0.00031786
0.09749,0.049228,0.00096525,0.84073,0.010618,0.00096525
0.00056625,0.051529,0.028879,0.00056625,0.87259,0.045866
0.12059,0.20072,0.28886,0.38902,0.00040064,0.00040064
0.031195,0.721,0.00043937,0.00043937,0.24649,0.00043937
0.070577,0.00099404,0.00099404,0.92545,0.00099404,0.00099404
0.0033273,0.0093769,0.00030248,0.075923,0.83515,0.075923
0.24591,0.015849,0.046524,0.50665,0.18456,0.00051125
0.87804,8.8059e-05,0.026506,0.013297,0.081983,8.8059e-05
0.7045,0.00093809,0.00093809,0.094747,0.18856,0.010319
0.00094697,0.00094697,0.00094697,0.7017,0.15246,0.14299
0.17374,0.00035386,0.30821,0.095895,0.34006,0.081741
0.17914,0.00041563,0.00041563,0.58229,0.23732,0.00041563
0.00019701,0.010047,0.017928,0.5853,0.30162,0.084909
0.0043542,0.025449,0.017336,0.86329,0.039783,0.049789
0.00038226,0.00038226,0.15329,0.034786,0.00038226,0.81078
0.40823,0.17516,0.00036417,0.036781,0.32083,0.058631
0.0015836,0.00014397,0.15419,0.00014397,0.083645,0.76029
0.75023,0.05893,0.086837,0.011277,0.025475,0.067253
0.57317,0.36679,0.00093809,0.029081,0.00093809,0.029081
0.098887,0.0047089,0.090325,0.013271,0.79238,0.00042808
0.00012291,0.00012291,0.084931,0.0025811,0.11074,0.8015
0.021555,0.00042265,0.00042265,0.96407,0.013102,0.00042265
0.12611,0.00073746,0.067109,0.00073746,0.0081121,0.7972
0.1389,0.0018807,8.9558e-05,0.2204,0.63864,8.9558e-05
5.5139e-05,5.5139e-05,0.067325,0.0022607,0.23991,0.69039
0.0014793,0.0014793,0.016272,0.97781,0.0014793,0.0014793
0.00069156,0.00069156,0.60235,0.28423,0.00069156,0.11134
0.081858,0.030236,0.00073746,0.16298,0.2441,0.48009
0.009536,1.1758e-05,0.016709,0.96525,1.1758e-05,0.0084778
0.060892,0.00085763,0.12093,0.747,0.069468,0.00085763
0.089888,0.0045418,0.0020463,0.056448,0.84203,0.0050409
0.00021711,0.00021711,0.00021711,0.72753,0.00021711,0.2716
0.087646,0.6575,0.062359,0.12106,0.07139,4.5155e-05
0.99302,0.0013966,0.0013966,0.0013966,0.0013966,0.0013966
0.9926,0.0014793,0.0014793,0.0014793,0.0014793,0.0014793
0.9926,0.0014793,0.0014793,0.0014793,0.0014793,0.0014793
0.7344,0.00084317,0.00084317,0.00084317,0.18634,0.076728
0.00010378,0.0021793,0.10699,0.012557,0.27304,0.60513
0.061244,0.48696,0.30425,0.012552,0.089386,0.045609
0.99498,0.001004,0.001004,0.001004,0.001004,0.001004
0.81225,0.0019763,0.10079,0.081028,0.0019763,0.0019763
0.077652,0.051809,0.10103,0.017352,0.74834,0.0038149
0.0033973,2.8077e-05,0.15108,2.8077e-05,0.046917,0.79855
0.93867,0.0007215,0.029582,0.0007215,0.022367,0.0079365
0.056869,0.00056306,0.00056306,0.80574,0.00056306,0.1357
0.011879,0.0010799,0.43305,0.48704,0.0010799,0.065875
0.035613,0.71337,0.071124,0.029525,0.0072037,0.14316
0.91352,0.0015723,0.0015723,0.080189,0.0015723,0.0015723
0.81678,0.001182,0.001182,0.001182,0.17849,0.001182
0.97079,0.0011682,0.0011682,0.0011682,0.0011682,0.024533
0.046101,0.032511,0.00010454,0.036692,0.88449,0.00010454
0.011194,0.00053305,0.48028,0.00053305,0.20309,0.30437
0.88606,0.0013405,0.081769,0.02815,0.0013405,0.0013405
0.024319,0.74804,0.031005,0.15385,0.041869,0.00091927
0.13878,0.00098425,0.20768,0.17815,0.00098425,0.47343
0.9735,0.019435,0.0017668,0.0017668,0.0017668,0.0017668
0.64666,0.00075988,0.00075988,0.12994,0.14514,0.076748
0.15449,0.051677,0.051677,0.092262,0.33306,0.31683
0.00012877,0.00012877,0.00012877,0.025882,0.00012877,0.9736
0.00016062,0.0097976,0.024253,0.038709,0.92692,0.00016062
0.21247,0.23842,0.41524,9.6098e-05,0.10965,0.024121
0.38249,0.0007485,0.0007485,0.0007485,0.41243,0.20284
0.41946,0.26255,0.001046,0.042887,0.26255,0.011506
0.00018954,0.00018954,0.0096664,0.17456,0.8152,0.00018954
0.20455,0.0060414,0.017549,0.76841,0.00028769,0.0031646
0.21366,0.25125,0.00062657,0.3703,0.16353,0.00062657
0.20604,0.0026529,0.021602,0.10624,0.66334,0.00012633
0.042913,0.00017806,0.54861,0.26727,0.00017806,0.14085
0.0081881,0.00026413,0.61041,0.00026413,0.034601,0.34628
0.00088028,0.00088028,0.00088028,0.54665,0.25616,0.19454
0.00020938,0.00020938,0.00020938,0.42316,0.33522,0.241
0.008758,0.00079618,0.008758,0.06449,0.00079618,0.9164
0.020571,0.1503,0.098406,0.14844,0.02613,0.55615
0.026498,0.0018104,0.96626,0.00016458,0.005102,0.00016458
