0.55993,0.055931,0.28949,0.00061463,0.00061463,0.0067609,0.086663
0.97733,0.00087184,0.00087184,0.00087184,0.00087184,0.00087184,0.018309
0.015693,0.054284,0.00025727,0.025984,0.78235,0.090301,0.031129
0.90304,0.0011274,0.091319,0.0011274,0.0011274,0.0011274,0.0011274
0.72279,0.045128,4.9537e-05,0.031753,0.077327,0.012929,0.11002
0.00047916,0.029229,0.00047916,0.0052707,0.26402,0.68088,0.019645
0.0091611,0.09718,0.00017963,0.00017963,0.16544,0.72768,0.00017963
0.83681,0.0018975,0.0018975,0.0018975,0.0018975,0.1537,0.0018975
0.88732,0.0020121,0.0020121,0.0020121,0.10262,0.0020121,0.0020121
0.8282,0.034036,0.0016207,0.13128,0.0016207,0.0016207,0.0016207
0.8456,0.0017953,0.0017953,0.0017953,0.14542,0.0017953,0.0017953
0.60911,0.0018975,0.0018975,0.0018975,0.3814,0.0018975,0.0018975
0.85992,0.0038911,0.0038911,0.081712,0.0038911,0.042802,0.0038911
0.93765,0.026379,0.026379,0.0023981,0.0023981,0.0023981,0.0023981
0.65999,0.00048852,0.00048852,0.3278,0.00048852,0.00048852,0.010259
0.98817,0.0019724,0.0019724,0.0019724,0.0019724,0.0019724,0.0019724
0.69182,0.00063412,0.00063412,0.30501,0.00063412,0.00063412,0.00063412
0.56359,0.17537,0.0013387,0.068273,0.0013387,0.18876,0.0013387
0.050147,0.00098328,0.00098328,0.00098328,0.25664,0.68928,0.00098328
0.7591,0.0028011,0.0028011,0.0028011,0.058824,0.17087,0.0028011
0.66656,0.00033478,0.00033478,0.33177,0.00033478,0.00033478,0.00033478
0.6528,0.00051361,0.11351,0.23164,0.00051361,0.00051361,0.00051361
0.84173,0.0023981,0.0023981,0.0023981,0.14628,0.0023981,0.0023981
0.0004207,0.0004207,0.0004207,0.0004207,0.20656,0.78713,0.0046277
0.21475,0.010463,0.00049826,0.00049826,0.3144,0.45889,0.00049826
0.43652,0.0012092,0.0012092,0.30351,0.0012092,0.14631,0.11004
0.16284,0.017348,0.0005596,0.050923,0.0005596,0.38668,0.38109
0.079151,0.056113,0.00016455,0.00016455,0.13839,0.66332,0.062695
0.10951,0.00024832,0.00024832,0.40253,0.47703,0.010181,0.00024832
0.08701,0.032464,0.0054236,0.00032449,0.8304,0.0058872,0.038491
0.33037,0.083069,0.52695,0.00063412,0.00063412,0.00063412,0.057705
0.52018,0.0011534,0.43945,0.0011534,0.024221,0.0011534,0.012687
0.82034,0.001321,0.17305,0.001321,0.001321,0.001321,0.001321
0.41794,0.0021882,0.02407,0.0021882,0.19912,0.3523,0.0021882
0.32125,0.078984,0.43155,0.006106,0.16171,0.00019697,0.00019697
0.50846,0.012401,0.47463,0.0011274,0.0011274,0.0011274,0.0011274
0.11564,0.38148,0.26185,0.0093044,0.16881,0.062472,0.00044307
0.29425,0.0011274,0.034949,0.0011274,0.080045,0.58737,0.0011274
0.00051626,0.36706,0.0056789,0.00051626,0.30511,0.3206,0.00051626
0.012987,0.39422,0.10934,0.00041894,0.13448,0.32719,0.021366
0.00058582,0.21148,0.047452,0.00058582,0.00058582,0.73872,0.00058582
0.00067249,0.00067249,0.00067249,0.00067249,0.014122,0.98252,0.00067249
0.13713,0.00080192,0.00080192,0.00080192,0.0088212,0.85084,0.00080192
0.73116,0.25719,0.000777,0.000777,0.008547,0.000777,0.000777
0.29994,0.00061087,0.00061087,0.012828,0.00061087,0.68479,0.00061087
0.013663,0.00065062,0.0071568,0.00065062,0.65777,0.31945,0.00065062
0.35391,0.0011025,0.0011025,0.0011025,0.17751,0.16648,0.29879
0.63475,0.36208,0.00063412,0.00063412,0.00063412,0.00063412,0.00063412
0.012669,0.10666,0.00040866,0.00040866,0.037188,0.84226,0.00040866
0.00045106,0.00045106,0.68155,0.00045106,0.0094723,0.30717,0.00045106
0.00038506,0.1082,0.00038506,0.00038506,0.13131,0.75895,0.00038506
0.020128,0.22631,0.00049092,0.24595,0.24595,0.26068,0.00049092
0.036701,0.58043,0.036701,0.036701,0.0004531,0.29497,0.014046
0.00063816,0.65795,0.00063816,0.00063816,0.00063816,0.31334,0.026165
0.17429,0.00057904,0.0063694,0.00057904,0.0063694,0.00057904,0.81123
0.35707,0.0010787,0.0010787,0.50809,0.011866,0.011866,0.10895
0.27088,0.00029095,0.72767,0.00029095,0.00029095,0.00029095,0.00029095
0.64192,0.0014556,0.0014556,0.27802,0.05968,0.0014556,0.016012
0.34453,0.022443,0.24859,0.043002,0.3411,0.00017132,0.00017132
0.73728,0.13256,0.00040048,0.0044053,0.048458,0.00040048,0.076492
0.51161,0.00092851,0.35376,0.00092851,0.11235,0.00092851,0.019499
0.21503,0.51816,0.00031576,0.00031576,0.0034733,0.19293,0.069782
0.22287,0.0011669,0.071179,0.0011669,0.22287,0.0011669,0.47958
0.00095511,0.00095511,0.010506,0.00095511,0.00095511,0.00095511,0.98472
0.19399,0.00071582,0.007874,0.36578,0.00071582,0.12241,0.30852
0.091485,0.00018632,0.20142,0.00018632,0.15297,0.55357,0.00018632
0.11605,0.00031279,0.015952,0.012825,0.27557,0.031592,0.5477
0.53018,0.42804,0.038069,0.00092851,0.00092851,0.00092851,0.00092851
0.3913,0.00048852,0.58671,0.00048852,0.015144,0.0053737,0.00048852
0.52266,0.12559,0.00043159,0.13854,0.0090634,0.013379,0.19033
0.56022,0.000777,0.000777,0.070707,0.000777,0.000777,0.36597
0.11919,0.0039611,0.011163,0.0003601,0.0003601,0.0003601,0.8646
0.72114,2.1392e-05,0.00023531,0.0028023,2.1392e-05,0.051362,0.22442
0.36286,0.00050327,0.00050327,0.17162,0.00050327,0.19175,0.27227
0.07785,0.00015855,0.00015855,0.13017,0.10005,0.00015855,0.69145
0.67637,0.32116,0.00049334,0.00049334,0.00049334,0.00049334,0.00049334
0.22671,0.022079,0.0005385,0.011309,0.14055,0.0005385,0.59828
0.0001413,0.032641,0.0001413,0.1259,0.015685,0.0001413,0.82535
0.15549,0.037583,0.00073692,0.00073692,0.47237,0.0081061,0.32498
0.83359,0.0015699,0.0015699,0.0015699,0.15856,0.0015699,0.0015699
0.1889,0.52014,0.00089526,0.063563,0.00089526,0.00089526,0.22471
0.5592,0.00060716,0.00060716,0.00060716,0.073467,0.00060716,0.36491
0.00028035,0.00028035,0.00028035,0.00028035,0.00028035,0.00028035,0.99832
0.76184,0.030129,0.13056,0.0014347,0.0014347,0.073171,0.0014347
0.13223,0.1187,0.00033818,0.74434,0.00372,0.00033818,0.00033818
0.00091996,0.00091996,0.019319,0.01012,0.00091996,0.00091996,0.96688
0.0091953,0.0073763,0.00064577,0.009923,0.021656,0.0028286,0.94838
0.23919,0.10902,3.851e-05,0.0031193,0.54342,0.042785,0.062425
0.24602,0.001224,0.086903,0.001224,0.001224,0.001224,0.66218
8.1653e-05,8.1653e-05,8.1653e-05,0.013963,8.1653e-05,0.00089818,0.98481
0.37551,0.0074573,0.52706,0.00024056,0.06038,0.00024056,0.029108
0.23428,0.00055648,0.00055648,0.00055648,0.00055648,0.00055648,0.76294
0.25959,0.040359,0.00049826,0.00049826,0.020429,0.12008,0.55855
0.31452,0.00045517,0.00045517,0.3919,0.00045517,0.00045517,0.29176
0.042574,0.097823,0.00032499,0.66981,0.18882,0.00032499,0.00032499
0.19105,0.0003667,0.6751,0.015035,0.11771,0.0003667,0.0003667
0.99175,0.0013755,0.0013755,0.0013755,0.0013755,0.0013755,0.0013755
0.041345,0.024086,0.063105,7.5036e-05,0.85023,7.5036e-05,0.021085
0.00012679,0.00012679,0.00012679,0.94345,0.055915,0.00012679,0.00012679
0.00018598,0.00018598,0.00018598,0.94123,0.0094848,0.00018598,0.04854
0.013688,0.00019279,0.00019279,0.00019279,0.25082,0.00019279,0.73472
0.3263,0.44943,0.20317,0.00087951,0.01847,0.00087951,0.00087951
0.1874,0.036429,0.033147,0.00032819,0.049557,0.69281,0.00032819
0.53376,0.057569,0.0078181,0.00071073,0.33475,0.00071073,0.064677
0.00047916,0.00047916,0.00047916,0.029229,0.22089,0.74796,0.00047916
0.6838,0.00065062,0.00065062,0.00065062,0.1568,0.00065062,0.1568
0.96949,0.016206,0.0034954,0.0098507,0.00031776,0.00031776,0.00031776
0.89778,0.00096432,0.00096432,0.097396,0.00096432,0.00096432,0.00096432
0.040181,0.091115,0.00056593,0.00056593,0.56084,0.30617,0.00056593
0.37285,0.27673,0.028434,0.10453,0.024429,0.19263,0.00040048
0.15415,0.00043917,0.65481,0.00043917,0.039965,0.14976,0.00043917
0.99404,0.00099305,0.00099305,0.00099305,0.00099305,0.00099305,0.00099305
0.0033263,0.015422,0.00030239,0.00030239,0.0093741,0.90747,0.063804
0.58815,0.26111,0.00051099,0.00051099,0.00051099,0.03117,0.11804
0.87532,0.093423,8.8051e-05,0.025623,8.8051e-05,0.0053711,8.8051e-05
0.63824,0.2821,0.00093721,0.010309,0.010309,0.00093721,0.05717
0.48344,0.00094607,0.00094607,0.00094607,0.086093,0.1807,0.24693
0.28688,0.30103,0.00035373,0.16307,0.11709,0.088787,0.042802
0.37017,0.00041545,0.00041545,0.19983,0.00041545,0.31616,0.11259
0.12232,0.52216,0.00019697,0.080953,0.037621,0.096711,0.14004
0.19474,0.13389,2.7044e-05,2.7044e-05,0.023555,0.039781,0.60797
0.00038212,0.00038212,0.00038212,0.1303,0.00038212,0.00038212,0.86779
0.20422,0.10593,0.37532,0.00036403,0.22971,0.00036403,0.084092
0.034691,0.00014395,0.00014395,0.072117,0.71124,0.00014395,0.18152
0.57315,0.13857,0.13367,0.052891,0.03086,0.00017951,0.070679
0.53515,0.066542,0.39456,0.00093721,0.00093721,0.00093721,0.00093721
0.068892,0.32991,0.0004279,0.086008,0.24005,0.27428,0.0004279
0.0001229,0.0062677,0.0025808,0.072631,0.61091,0.0001229,0.30736
0.98057,0.0046472,0.00042248,0.0046472,0.00042248,0.008872,0.00042248
0.17023,0.1776,0.00073692,0.06706,0.00073692,0.00073692,0.5829
0.82842,0.12009,8.955e-05,0.002776,8.955e-05,0.048446,8.955e-05
5.5136e-05,0.0033633,5.5136e-05,0.062359,0.81993,5.5136e-05,0.11419
0.99114,0.0014771,0.0014771,0.0014771,0.0014771,0.0014771,0.0014771
0.27713,0.00069109,0.00069109,0.69869,0.00069109,0.00069109,0.021424
0.28077,0.0081061,0.00073692,0.00073692,0.26603,0.00073692,0.44289
0.0077722,1.1758e-05,1.1758e-05,0.057039,1.1758e-05,0.81403,0.12112
0.68638,0.0008569,0.0008569,0.24936,0.0008569,0.06084,0.0008569
0.071418,0.6743,4.9908e-05,4.9908e-05,0.17323,0.056446,0.024505
0.065335,0.00021706,0.00021706,0.00021706,0.00021706,0.00021706,0.93358
0.04881,0.51795,0.22716,4.5153e-05,0.15086,0.043392,0.011785
0.99163,0.0013947,0.0013947,0.0013947,0.0013947,0.0013947,0.0013947
0.99114,0.0014771,0.0014771,0.0014771,0.0014771,0.0014771,0.0014771
0.99114,0.0014771,0.0014771,0.0014771,0.0014771,0.0014771,0.0014771
0.57372,0.00084246,0.00084246,0.00084246,0.00084246,0.3968,0.026116
0.00010377,0.00010377,0.00010377,0.043686,0.84476,0.00010377,0.11113
0.0031715,0.56421,0.13494,0.11842,0.15192,4.4669e-05,0.027293
0.99398,0.001003,0.001003,0.001003,0.001003,0.001003,0.001003
0.92899,0.04142,0.021696,0.0019724,0.0019724,0.0019724,0.0019724
0.069029,0.36803,0.00012305,0.054264,0.47877,0.027193,0.002584
2.8076e-05,0.0031165,2.8076e-05,0.087065,0.55763,2.8076e-05,0.35211
0.75775,0.00072098,0.00072098,0.00072098,0.00072098,0.23864,0.00072098
0.24254,0.00056275,0.084975,0.56894,0.023073,0.00056275,0.079347
