0.0016949,0.0016949,0.78136,0.0016949,0.0016949,0.12034,0.086441,0.0016949,0.0016949,0.0016949
0.00028329,0.00028329,0.73116,0.00028329,0.005949,0.00028329,0.01728,0.24391,0.00028329,0.00028329
0.00046512,0.028372,0.96791,0.00046512,0.00046512,0.00046512,0.00046512,0.00046512,0.00046512,0.00046512
0.00033003,0.00033003,0.99373,0.0036304,0.00033003,0.00033003,0.00033003,0.00033003,0.00033003,0.00033003
0.35422,0.00032468,0.46461,0.013312,0.0068182,0.00032468,0.15617,0.00032468,0.0035714,0.00032468
0.0085165,0.019505,0.90962,0.014011,0.00027473,0.003022,0.0085165,0.030495,0.00027473,0.0057692
0.0020408,0.022449,0.85918,0.10408,0.0020408,0.0020408,0.0020408,0.0020408,0.0020408,0.0020408
0.065323,0.00080645,0.67016,0.19435,0.00080645,0.065323,0.00080645,0.00080645,0.00080645,0.00080645
0.005914,0.005914,0.96828,0.00053763,0.00053763,0.00053763,0.005914,0.00053763,0.01129,0.00053763
0.00084746,0.00084746,0.81441,0.00084746,0.00084746,0.00084746,0.17881,0.00084746,0.00084746,0.00084746
0.00093458,0.00093458,0.63645,0.34673,0.00093458,0.00093458,0.00093458,0.00093458,0.00093458,0.01028
0.00035461,0.00035461,0.48972,0.34787,0.025177,0.00035461,0.00035461,0.00035461,0.092553,0.042908
0.029583,0.075417,0.45042,0.16708,0.00041667,0.00041667,0.025417,0.00041667,0.25042,0.00041667
0.00041494,0.00041494,0.98382,0.00041494,0.00041494,0.00041494,0.00041494,0.00041494,0.012863,0.00041494
0.00071429,0.00071429,0.97929,0.00071429,0.00071429,0.00071429,0.00071429,0.015,0.00071429,0.00071429
0.0004717,0.0004717,0.39198,0.0004717,0.0004717,0.0004717,0.085377,0.0004717,0.0051887,0.51462
0.0003413,0.0003413,0.99693,0.0003413,0.0003413,0.0003413,0.0003413,0.0003413,0.0003413,0.0003413
0.00052632,0.00052632,0.98474,0.00052632,0.00052632,0.00052632,0.011053,0.00052632,0.00052632,0.00052632
0.00051282,0.00051282,0.72872,0.00051282,0.005641,0.010769,0.00051282,0.25179,0.00051282,0.00051282
0.00040161,0.00040161,0.99639,0.00040161,0.00040161,0.00040161,0.00040161,0.00040161,0.00040161,0.00040161
0.00055866,0.00055866,0.89441,0.00055866,0.00055866,0.00055866,0.00055866,0.045251,0.056425,0.00055866
0.00029851,0.0062687,0.90478,0.00029851,0.036119,0.00029851,0.00029851,0.00029851,0.051045,0.00029851
0.00045872,0.00045872,0.87202,0.00045872,0.060092,0.00045872,0.00045872,0.064679,0.00045872,0.00045872
0.33204,0.00055249,0.55856,0.00055249,0.00055249,0.00055249,0.1,0.00055249,0.0060773,0.00055249
0.00050761,0.00050761,0.72132,0.015736,0.066497,0.00050761,0.0055838,0.13756,0.051269,0.00050761
0.325,0.00053191,0.59628,0.021809,0.0058511,0.00053191,0.048404,0.00053191,0.00053191,0.00053191
6.6934e-05,0.0047523,0.55428,6.6934e-05,6.6934e-05,0.0014056,6.6934e-05,0.41908,6.6934e-05,0.020147
0.44346,0.00042194,0.55316,0.00042194,0.00042194,0.00042194,0.00042194,0.00042194,0.00042194,0.00042194
0.00047847,0.00047847,0.23971,0.69904,0.00047847,0.00047847,0.014833,0.043541,0.00047847,0.00047847
0.00084746,0.00084746,0.46695,0.5178,0.00084746,0.00084746,0.00084746,0.00084746,0.009322,0.00084746
0.00048309,0.00048309,0.98599,0.00048309,0.00048309,0.00048309,0.00048309,0.010145,0.00048309,0.00048309
0.00060241,0.00060241,0.51867,0.030723,0.00060241,0.00060241,0.18735,0.00060241,0.00060241,0.25964
0.00026247,0.00026247,0.4622,0.00026247,0.0028871,0.00026247,0.16824,0.00026247,0.00026247,0.36509
0.010333,0.00033333,0.98367,0.00033333,0.0036667,0.00033333,0.00033333,0.00033333,0.00033333,0.00033333
0.046286,0.00057143,0.88629,0.00057143,0.00057143,0.034857,0.00057143,0.00057143,0.029143,0.00057143
0.0093333,0.00044444,0.98711,0.00044444,0.00044444,0.00044444,0.00044444,0.00044444,0.00044444,0.00044444
0.27909,0.00030303,0.66697,0.00030303,0.018485,0.00030303,0.00030303,0.00030303,0.033636,0.00030303
0.00044643,0.0049107,0.99152,0.00044643,0.00044643,0.00044643,0.00044643,0.00044643,0.00044643,0.00044643
0.00018553,0.009462,0.93896,0.018738,0.00018553,0.00018553,0.02987,0.00018553,0.00018553,0.0020408
0.00076923,0.00076923,0.80077,0.00076923,0.00076923,0.00076923,0.17,0.023846,0.00076923,0.00076923
0.0008,0.0008,0.6248,0.3128,0.0088,0.0008,0.0088,0.0168,0.0248,0.0008
0.00040323,0.00040323,0.99234,0.0044355,0.00040323,0.00040323,0.00040323,0.00040323,0.00040323,0.00040323
