0.0067526,0.22161,0.012891,0.70043,0.0067526,0.031308,0.00061387,0.01903,0.00061387
0.00087032,0.92341,0.00087032,0.00087032,0.00087032,0.00087032,0.00087032,0.018277,0.05309
0.023399,0.21111,0.00025714,0.0028285,0.0053998,0.26254,0.47853,0.00025714,0.015685
0.0011249,0.87852,0.0011249,0.0011249,0.0011249,0.0011249,0.0011249,0.11361,0.0011249
0.50874,0.0035168,0.049581,0.28436,0.0010402,0.030759,4.9532e-05,4.9532e-05,0.1219
0.0004787,0.91479,0.024414,0.0004787,0.0052657,0.043562,0.010053,0.0004787,0.0004787
0.00017957,0.87646,0.018136,0.00017957,0.00017957,0.032501,0.072006,0.00017957,0.00017957
0.0018904,0.94707,0.0018904,0.0018904,0.0018904,0.0018904,0.0018904,0.0018904,0.039698
0.22244,0.60321,0.002004,0.042084,0.002004,0.12224,0.002004,0.002004,0.002004
0.0016155,0.19548,0.0016155,0.0016155,0.0016155,0.79321,0.0016155,0.0016155,0.0016155
0.12701,0.0017889,0.0017889,0.0017889,0.0017889,0.86047,0.0017889,0.0017889,0.0017889
0.36106,0.569,0.0018904,0.0018904,0.0018904,0.058601,0.0018904,0.0018904,0.0018904
0.003861,0.77606,0.042471,0.003861,0.003861,0.003861,0.003861,0.003861,0.1583
0.026253,0.90931,0.0023866,0.0023866,0.050119,0.0023866,0.0023866,0.0023866,0.0023866
0.00048804,0.00048804,0.00048804,0.00048804,0.00048804,0.94241,0.0053685,0.00048804,0.049292
0.0019646,0.98428,0.0019646,0.0019646,0.0019646,0.0019646,0.0019646,0.0019646,0.0019646
0.00063331,0.00063331,0.00063331,0.00063331,0.00063331,0.99493,0.00063331,0.00063331,0.00063331
0.0013351,0.30841,0.0013351,0.0013351,0.0013351,0.66889,0.0013351,0.0013351,0.014686
0.020608,0.93327,0.00098135,0.00098135,0.010795,0.00098135,0.020608,0.010795,0.00098135
0.11421,0.6156,0.0027855,0.0027855,0.0027855,0.16992,0.086351,0.0027855,0.0027855
0.00033456,0.00033456,0.0070258,0.00033456,0.00033456,0.95383,0.037136,0.00033456,0.00033456
0.00051308,0.00051308,0.00051308,0.00051308,0.00051308,0.86762,0.00051308,0.12878,0.00051308
0.16945,0.62291,0.0023866,0.0023866,0.0023866,0.19332,0.0023866,0.0023866,0.0023866
0.025641,0.86633,0.00042034,0.00042034,0.021438,0.00042034,0.00042034,0.00042034,0.084489
0.00049776,0.98606,0.010453,0.00049776,0.00049776,0.00049776,0.00049776,0.00049776,0.00049776
0.0012063,0.39928,0.0012063,0.33896,0.073583,0.037394,0.0012063,0.013269,0.1339
0.034097,0.13471,0.022918,0.00055897,0.00055897,0.4142,0.00055897,0.00055897,0.39184
0.088995,0.33575,0.036355,0.10051,0.0001645,0.34068,0.0001645,0.0001645,0.09722
0.13924,0.0002482,0.0002482,0.0002482,0.41971,0.1442,0.29064,0.0002482,0.0052122
0.86251,0.013304,0.016394,0.040962,0.00016997,0.029528,0.022111,1.5451e-05,0.015003
0.11463,0.20329,0.12096,0.00063331,0.019633,0.00063331,0.032299,0.50728,0.00063331
0.0011507,0.26582,0.0011507,0.0011507,0.0011507,0.10472,0.26582,0.35788,0.0011507
0.0013175,0.5415,0.0013175,0.0013175,0.0013175,0.0013175,0.0013175,0.44928,0.0013175
0.0021786,0.72113,0.0021786,0.11111,0.0021786,0.0021786,0.15468,0.0021786,0.0021786
0.22859,0.031699,0.0041347,0.3231,0.00019689,0.013979,0.088797,0.30931,0.00019689
0.0011249,0.42857,0.023622,0.079865,0.0011249,0.0011249,0.0011249,0.46232,0.0011249
0.00044267,0.15095,0.00044267,0.00044267,0.10226,0.088977,0.19079,0.46525,0.00044267
0.0011249,0.56355,0.0011249,0.1811,0.0011249,0.19235,0.057368,0.0011249,0.0011249
0.00051573,0.77927,0.005673,0.00051573,0.00051573,0.00051573,0.21196,0.00051573,0.00051573
0.00041859,0.72457,0.00041859,0.00041859,0.00041859,0.00041859,0.23901,0.033905,0.00041859
0.0064365,0.95436,0.00058514,0.00058514,0.00058514,0.00058514,0.00058514,0.035693,0.00058514
0.00067159,0.97448,0.00067159,0.00067159,0.00067159,0.00067159,0.00067159,0.00067159,0.020819
0.00080064,0.92954,0.00080064,0.00080064,0.00080064,0.00080064,0.064852,0.00080064,0.00080064
0.0007758,0.52056,0.42746,0.039566,0.0007758,0.0085337,0.0007758,0.0007758,0.0007758
0.00061013,0.50092,0.0067114,0.00061013,0.018914,0.47041,0.00061013,0.00061013,0.00061013
0.4425,0.38402,0.00064977,0.013645,0.00064977,0.013645,0.10461,0.039636,0.00064977
0.41914,0.24312,0.0011001,0.045105,0.023102,0.034103,0.0011001,0.0011001,0.23212
0.00063331,0.30462,0.62128,0.00063331,0.00063331,0.070298,0.00063331,0.00063331,0.00063331
0.00040833,0.85382,0.00040833,0.00040833,0.00040833,0.14332,0.00040833,0.00040833,0.00040833
0.00045065,0.50969,0.00045065,0.48716,0.00045065,0.00045065,0.00045065,0.00045065,0.00045065
0.00038476,0.90458,0.019623,0.00038476,0.00038476,0.042709,0.031166,0.00038476,0.00038476
0.010299,0.79009,0.00049044,0.00049044,0.16233,0.00049044,0.00049044,0.00049044,0.034821
0.00045269,0.933,0.054776,0.00045269,0.0049796,0.00045269,0.00045269,0.00045269,0.0049796
0.00063735,0.95029,0.00063735,0.00063735,0.00063735,0.00063735,0.00063735,0.00063735,0.045252
0.012146,0.20301,0.0063621,0.00057837,0.00057837,0.0063621,0.00057837,0.00057837,0.76981
0.011841,0.66846,0.10872,0.0010764,0.0010764,0.022605,0.033369,0.0010764,0.15178
0.070079,0.087525,0.00029078,0.14568,0.00029078,0.00029078,0.00029078,0.69526,0.00029078
0.0014514,0.45138,0.0014514,0.015965,0.24819,0.0014514,0.2627,0.0014514,0.015965
0.12862,0.17315,0.030998,0.036136,0.030998,0.0053091,0.59445,0.00017126,0.00017126
0.38055,0.2405,0.0084034,0.20848,0.00040016,0.00040016,0.00040016,0.00040016,0.16046
0.12141,0.30677,0.00092678,0.019462,0.00092678,0.00092678,0.14921,0.31603,0.084337
0.00031556,0.00031556,0.00031556,0.00031556,0.016093,0.066583,0.79552,0.00031556,0.12023
0.25728,0.25728,0.0011641,0.0011641,0.0011641,0.0011641,0.0011641,0.0011641,0.47846
0.00095329,0.13441,0.00095329,0.00095329,0.00095329,0.00095329,0.00095329,0.020019,0.83985
0.0007148,0.401,0.0007148,0.0007148,0.19371,0.0007148,0.0007148,0.0007148,0.401
0.015087,0.76569,0.00018625,0.033712,0.00018625,0.00018625,0.11753,0.00018625,0.067238
0.25977,0.0003126,0.0096905,0.22226,0.012817,0.0096905,0.0034386,0.0003126,0.48171
0.010195,0.53846,0.27896,0.00092678,0.00092678,0.16775,0.00092678,0.00092678,0.00092678
0.088336,0.17618,0.010249,0.18594,0.00048804,0.00048804,0.00048804,0.53734,0.00048804
0.00043122,0.49202,0.0047434,0.00043122,0.00043122,0.18586,0.01768,0.00043122,0.29797
0.0007758,0.16369,0.0007758,0.1249,0.0007758,0.10939,0.0007758,0.0007758,0.59814
0.0075567,0.032746,0.0039583,0.065131,0.00035984,0.036344,0.00035984,0.00035984,0.85318
2.1391e-05,2.1391e-05,2.1391e-05,0.44816,2.1391e-05,0.052643,2.1391e-05,0.27554,0.22356
0.00050277,0.13122,0.29211,0.20161,0.12619,0.00050277,0.0055304,0.010558,0.23177
0.088921,0.0017435,0.0001585,0.0033286,0.14598,0.023934,0.0001585,0.0001585,0.73562
0.18285,0.16313,0.025136,0.059635,0.27649,0.29128,0.00049285,0.00049285,0.00049285
0.00053792,0.23722,0.00053792,0.022055,0.048951,0.043572,0.00053792,0.00053792,0.64605
0.0015539,0.00014126,0.032632,0.00014126,0.15412,0.00014126,0.00014126,0.00014126,0.81099
0.066961,0.22149,0.00073584,0.00073584,0.00073584,0.00073584,0.28035,0.00073584,0.42752
0.15806,0.81534,0.017214,0.0015649,0.0015649,0.0015649,0.0015649,0.0015649,0.0015649
0.00089366,0.20643,0.52815,0.00089366,0.00089366,0.26005,0.00089366,0.00089366,0.00089366
0.31595,0.16434,0.00060643,0.00060643,0.00060643,0.085506,0.00060643,0.00060643,0.43117
0.00028019,0.00028019,0.00028019,0.00028019,0.00028019,0.00028019,0.00028019,0.00028019,0.99776
0.058655,0.55937,0.0014306,0.058655,0.0014306,0.015737,0.1588,0.14449,0.0014306
0.00033795,0.00033795,0.00033795,0.00033795,0.56134,0.4363,0.00033795,0.00033795,0.00033795
0.00091827,0.12948,0.00091827,0.00091827,0.00091827,0.028466,0.00091827,0.00091827,0.83655
0.011833,0.0005548,0.0064666,0.035207,0.00774,0.012106,0.00046385,0.00010005,0.92553
0.011206,0.016212,0.00042358,3.8507e-05,0.015056,0.89996,0.021218,3.8507e-05,0.03585
0.001221,0.24542,0.001221,0.050061,0.001221,0.013431,0.013431,0.001221,0.67277
8.1639e-05,8.1639e-05,8.1639e-05,8.1639e-05,0.010695,0.00089803,8.1639e-05,8.1639e-05,0.98792
0.00024044,0.084395,0.00024044,0.44025,0.0098581,0.00024044,0.12527,0.33926,0.00024044
0.00055586,0.00055586,0.00055586,0.00055586,0.00055586,0.00055586,0.17287,0.00055586,0.82324
0.00049776,0.13489,0.13489,0.22947,0.00049776,0.010453,0.00049776,0.00049776,0.4883
0.00045475,0.1096,0.00045475,0.00045475,0.44611,0.00045475,0.00045475,0.00045475,0.44156
0.11725,0.094511,0.00032478,0.00032478,0.73758,0.00032478,0.049042,0.00032478,0.00032478
0.00036643,0.066325,0.00036643,0.00036643,0.015024,0.0076951,0.35214,0.55735,0.00036643
0.0013717,0.893,0.028807,0.0013717,0.0013717,0.069959,0.0013717,0.0013717,0.0013717
0.018831,7.5024e-05,7.5024e-05,7.5024e-05,7.5024e-05,0.017331,0.88836,0.048841,0.026334
0.80631,0.00012676,0.00012676,0.00012676,0.19153,0.00012676,0.00012676,0.00012676,0.0013943
0.002045,0.00018591,0.00018591,0.00018591,0.83677,0.00018591,0.00018591,0.00018591,0.16007
0.00019272,0.00019272,0.00019272,0.00019272,0.0021199,0.00019272,0.16015,0.00019272,0.83658
0.00087796,0.15891,0.00087796,0.00087796,0.00087796,0.83494,0.00087796,0.00087796,0.00087796
0.00032798,0.81371,0.00032798,0.023286,0.0068875,0.13808,0.00032798,0.016727,0.00032798
0.00070972,0.34847,0.00070972,0.078779,0.00070972,0.064585,0.50461,0.00070972,0.00070972
0.0004787,0.86213,0.0004787,0.0004787,0.029201,0.10101,0.0052657,0.0004787,0.0004787
0.1436,0.12411,0.00064977,0.00064977,0.00064977,0.57245,0.00064977,0.0071475,0.1501
0.12099,0.65132,0.00031756,0.00031756,0.098762,0.12734,0.00031756,0.00031756,0.00031756
0.00096246,0.49182,0.16458,0.00096246,0.00096246,0.33782,0.00096246,0.00096246,0.00096246
0.02883,0.79197,0.00056529,0.00056529,0.00056529,0.00056529,0.17581,0.00056529,0.00056529
0.00040016,0.58463,0.064426,0.00040016,0.10444,0.22849,0.00040016,0.016407,0.00040016
0.0092146,0.21545,0.00043879,0.00043879,0.0048267,0.00043879,0.22861,0.53137,0.0092146
0.00099108,0.14965,0.00099108,0.00099108,0.00099108,0.84341,0.00099108,0.00099108,0.00099108
0.0033243,0.91296,0.00030221,0.00030221,0.00030221,0.030523,0.0033243,0.00030221,0.048655
0.00051046,0.72027,0.0056151,0.00051046,0.0056151,0.24043,0.00051046,0.026034,0.00051046
0.011533,0.89982,0.068756,8.8036e-05,0.018576,8.8036e-05,8.8036e-05,8.8036e-05,0.0009684
0.00093545,0.89897,0.00093545,0.01029,0.00093545,0.00093545,0.047708,0.00093545,0.038354
0.11426,0.55807,0.00094429,0.00094429,0.00094429,0.00094429,0.00094429,0.00094429,0.322
0.13821,0.22305,0.060445,0.0074231,0.20537,0.27607,0.00035348,0.00035348,0.088724
0.046077,0.075135,0.029473,0.49024,0.00041511,0.00041511,0.27024,0.00041511,0.087588
0.00019689,0.04745,0.15968,0.00019689,0.00019689,0.65781,0.00019689,0.00019689,0.13408
