0.0016667,0.018333,0.0016667,0.0016667,0.0016667,0.0016667,0.20167,0.56833,0.0016667,0.0016667,0.0016667,0.0016667,0.16833,0.0016667,0.0016667,0.0016667,0.0016667,0.018333,0.0016667,0.0016667
0.00028249,0.022881,0.00028249,0.00028249,0.0087571,0.00028249,0.00028249,0.017232,0.00028249,0.00028249,0.00028249,0.00028249,0.00028249,0.00028249,0.92966,0.0031073,0.00028249,0.014407,0.00028249,0.00028249
0.00046296,0.00046296,0.0050926,0.00046296,0.00046296,0.060648,0.014352,0.36157,0.00046296,0.00046296,0.00046296,0.00046296,0.00046296,0.00046296,0.55139,0.00046296,0.00046296,0.00046296,0.00046296,0.00046296
0.00032895,0.0036184,0.00032895,0.00032895,0.026645,0.010197,0.016776,0.00032895,0.00032895,0.00032895,0.00032895,0.00032895,0.00032895,0.010197,0.89178,0.00032895,0.00032895,0.036513,0.00032895,0.00032895
0.00032362,0.00032362,0.00032362,0.00032362,0.00032362,0.05534,0.00032362,0.32718,0.17832,0.00032362,0.00032362,0.00032362,0.010032,0.20421,0.19773,0.00032362,0.00032362,0.0067961,0.00032362,0.016505
0.00027397,0.052329,0.00027397,0.00027397,0.033151,0.00027397,0.00027397,0.0030137,0.00027397,0.00027397,0.011233,0.00027397,0.00027397,0.03589,0.86055,0.00027397,0.00027397,0.00027397,0.00027397,0.00027397
0.002,0.002,0.022,0.002,0.002,0.022,0.002,0.862,0.002,0.002,0.002,0.002,0.002,0.002,0.022,0.002,0.022,0.022,0.002,0.002
0.0008,0.0008,0.0008,0.0008,0.0248,0.0008,0.1528,0.6728,0.0008,0.0088,0.1048,0.0248,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
0.00053476,0.22513,0.01123,0.021925,0.00053476,0.20909,0.00053476,0.44439,0.00053476,0.00053476,0.00053476,0.00053476,0.00053476,0.021925,0.00053476,0.00053476,0.0058824,0.054011,0.00053476,0.00053476
0.00084034,0.11008,0.00084034,0.1437,0.00084034,0.034454,0.00084034,0.059664,0.00084034,0.00084034,0.00084034,0.051261,0.00084034,0.02605,0.56387,0.00084034,0.00084034,0.00084034,0.00084034,0.00084034
0.00092593,0.00092593,0.00092593,0.00092593,0.00092593,0.00092593,0.51019,0.46389,0.010185,0.00092593,0.00092593,0.00092593,0.00092593,0.00092593,0.00092593,0.00092593,0.00092593,0.00092593,0.00092593,0.00092593
0.00035336,0.00035336,0.00035336,0.00035336,0.00035336,0.00035336,0.41025,0.41378,0.00035336,0.00035336,0.049823,0.0038869,0.0074205,0.00035336,0.00035336,0.00035336,0.00035336,0.071025,0.039223,0.00035336
0.017012,0.29087,0.00041494,0.00041494,0.12905,0.00041494,0.083402,0.10415,0.00041494,0.00041494,0.00041494,0.00041494,0.00041494,0.050207,0.050207,0.00041494,0.26598,0.0045643,0.00041494,0.00041494
0.00041322,0.00041322,0.00041322,0.00041322,0.00041322,0.00041322,0.0086777,0.033471,0.00041322,0.00041322,0.00041322,0.00041322,0.00041322,0.00041322,0.14091,0.00041322,0.81033,0.00041322,0.00041322,0.00041322
0.00070922,0.00070922,0.0078014,0.00070922,0.00070922,0.12128,0.00070922,0.47589,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922,0.0078014,0.3766,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922
0.00046948,0.00046948,0.00046948,0.00046948,0.0098592,0.066197,0.0051643,0.28216,0.0098592,0.00046948,0.00046948,0.00046948,0.00046948,0.39484,0.0051643,0.00046948,0.0051643,0.00046948,0.21643,0.00046948
0.00034014,0.017347,0.00034014,0.00034014,0.00034014,0.23844,0.00034014,0.12279,0.00034014,0.00034014,0.00034014,0.010544,0.00034014,0.00034014,0.60238,0.00034014,0.00034014,0.0037415,0.00034014,0.00034014
0.00052356,0.068586,0.00052356,0.00052356,0.00052356,0.026702,0.00052356,0.28848,0.00052356,0.00052356,0.00052356,0.00052356,0.00052356,0.0057592,0.60262,0.00052356,0.00052356,0.00052356,0.00052356,0.00052356
0.0056122,0.0056122,0.0005102,0.0005102,0.0056122,0.087245,0.010714,0.26071,0.0005102,0.0005102,0.0005102,0.0005102,0.0005102,0.0005102,0.44949,0.0005102,0.0056122,0.0005102,0.0005102,0.16378
0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0164,0.2764,0.0124,0.0004,0.0004,0.0004,0.0004,0.0004,0.6604,0.0004,0.0284,0.0004,0.0004,0.0004
0.0061111,0.072778,0.00055556,0.00055556,0.00055556,0.00055556,0.00055556,0.00055556,0.00055556,0.00055556,0.0061111,0.00055556,0.0061111,0.00055556,0.86722,0.033889,0.00055556,0.00055556,0.00055556,0.00055556
0.00029762,0.00029762,0.00029762,0.00029762,0.00029762,0.17292,0.00029762,0.14911,0.00029762,0.00029762,0.062798,0.0092262,0.00029762,0.00029762,0.57768,0.00029762,0.024107,0.00029762,0.00029762,0.00029762
0.00045662,0.16484,0.00045662,0.00045662,0.00045662,0.17397,0.00045662,0.5484,0.00045662,0.00045662,0.00045662,0.00045662,0.00045662,0.00045662,0.10548,0.00045662,0.00045662,0.00045662,0.00045662,0.00045662
0.00054945,0.62143,0.00054945,0.00054945,0.00054945,0.00054945,0.00054945,0.006044,0.006044,0.00054945,0.00054945,0.00054945,0.00054945,0.17088,0.18187,0.00054945,0.00054945,0.00054945,0.006044,0.00054945
0.00050505,0.40455,0.00050505,0.00050505,0.00050505,0.00050505,0.00050505,0.30354,0.00050505,0.05101,0.00050505,0.00050505,0.00050505,0.00050505,0.21768,0.00050505,0.015657,0.00050505,0.00050505,0.00050505
0.20688,0.05873,0.0005291,0.0005291,0.016402,0.0058201,0.0005291,0.4291,0.0005291,0.0005291,0.0005291,0.0005291,0.021693,0.069312,0.18571,0.0005291,0.0005291,0.0005291,0.0005291,0.0005291
6.689e-05,0.035518,0.00073579,6.689e-05,0.0014047,0.01612,6.689e-05,0.015452,6.689e-05,6.689e-05,6.689e-05,0.081672,0.0027425,6.689e-05,0.8208,6.689e-05,6.689e-05,6.689e-05,0.014114,0.010769
0.00042017,0.1937,0.00042017,0.00042017,0.0046218,0.00042017,0.00042017,0.017227,0.2105,0.00042017,0.013025,0.00042017,0.00042017,0.00042017,0.55504,0.00042017,0.00042017,0.00042017,0.00042017,0.00042017
0.014762,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.7719,0.019524,0.014762,0.0052381,0.00047619,0.00047619,0.00047619,0.00047619,0.16238,0.00047619,0.00047619,0.00047619,0.00047619,0.0052381
0.00084034,0.00084034,0.00084034,0.00084034,0.00084034,0.00084034,0.12689,0.042857,0.00084034,0.00084034,0.00084034,0.00084034,0.68992,0.00084034,0.12689,0.00084034,0.00084034,0.00084034,0.00084034,0.00084034
0.00048077,0.00048077,0.00048077,0.00048077,0.00048077,0.0052885,0.00048077,0.22644,0.0052885,0.00048077,0.00048077,0.00048077,0.00048077,0.00048077,0.75529,0.00048077,0.00048077,0.00048077,0.00048077,0.00048077
0.0005988,0.0005988,0.0005988,0.0005988,0.0005988,0.0005988,0.0005988,0.0005988,0.0005988,0.0005988,0.0005988,0.0005988,0.012575,0.65329,0.27006,0.0005988,0.048503,0.0005988,0.0005988,0.0065868
0.00026178,0.00026178,0.00026178,0.00026178,0.00026178,0.00026178,0.00026178,0.26204,0.00026178,0.00026178,0.00026178,0.00026178,0.00026178,0.59712,0.076178,0.00026178,0.00026178,0.00026178,0.060471,0.00026178
0.00033223,0.44884,0.00033223,0.00033223,0.00033223,0.00033223,0.00033223,0.00033223,0.00033223,0.00033223,0.00033223,0.00033223,0.00033223,0.0036545,0.54186,0.00033223,0.00033223,0.00033223,0.00033223,0.00033223
0.00056818,0.034659,0.00056818,0.00056818,0.028977,0.35284,0.00056818,0.21648,0.00056818,0.00056818,0.00056818,0.00056818,0.00056818,0.00056818,0.31307,0.00056818,0.017614,0.028977,0.00056818,0.00056818
0.0048673,0.00044248,0.00044248,0.018142,0.00044248,0.00044248,0.0048673,0.00044248,0.00044248,0.00044248,0.00044248,0.00044248,0.00044248,0.00044248,0.96504,0.00044248,0.00044248,0.00044248,0.00044248,0.00044248
0.033535,0.29637,0.00030211,0.00030211,0.00030211,0.23293,0.060725,0.0093656,0.00030211,0.015408,0.00030211,0.00030211,0.00030211,0.00030211,0.31752,0.027492,0.00030211,0.0033233,0.00030211,0.00030211
0.00044444,0.41822,0.00044444,0.00044444,0.00044444,0.00044444,0.00044444,0.049333,0.00044444,0.00044444,0.00044444,0.00044444,0.00044444,0.00044444,0.52489,0.00044444,0.00044444,0.00044444,0.00044444,0.00044444
0.00018519,0.015,0.00018519,0.00018519,0.052037,0.33537,0.0094444,0.27426,0.00018519,0.00018519,0.00018519,0.0038889,0.00018519,0.024259,0.25389,0.002037,0.027963,0.00018519,0.00018519,0.00018519
0.00076336,0.00076336,0.00076336,0.00076336,0.00076336,0.2374,0.1229,0.031298,0.00076336,0.00076336,0.00076336,0.00076336,0.00076336,0.054198,0.52748,0.00076336,0.00076336,0.016031,0.00076336,0.00076336
0.00079365,0.0087302,0.00079365,0.00079365,0.00079365,0.00079365,0.096032,0.34206,0.00079365,0.00079365,0.00079365,0.00079365,0.5246,0.00079365,0.00079365,0.00079365,0.016667,0.00079365,0.00079365,0.00079365
0.00040161,0.12892,0.00040161,0.00040161,0.00040161,0.056627,0.00040161,0.65502,0.00040161,0.00040161,0.0044177,0.00040161,0.0084337,0.00040161,0.0084337,0.00040161,0.13293,0.00040161,0.00040161,0.00040161
0.0016393,0.0016393,0.0016393,0.0016393,0.0016393,0.13279,0.0016393,0.82131,0.0016393,0.0016393,0.018033,0.0016393,0.0016393,0.0016393,0.0016393,0.0016393,0.0016393,0.0016393,0.0016393,0.0016393
0.00053191,0.043085,0.00053191,0.0058511,0.00053191,0.22926,0.00053191,0.30372,0.00053191,0.00053191,0.0058511,0.00053191,0.0058511,0.059043,0.31436,0.00053191,0.027128,0.00053191,0.00053191,0.00053191
0.00030581,0.00030581,0.00030581,0.00030581,0.00030581,0.05841,0.17768,0.23578,0.00030581,0.00030581,0.00030581,0.00030581,0.00030581,0.40092,0.0737,0.006422,0.00030581,0.00030581,0.00030581,0.043119
0.0003413,0.031058,0.0003413,0.0037543,0.031058,0.0003413,0.0003413,0.1471,0.0003413,0.0003413,0.0003413,0.058362,0.0003413,0.0003413,0.72389,0.0003413,0.0003413,0.0003413,0.0003413,0.0003413
0.0019608,0.0019608,0.0019608,0.0019608,0.0019608,0.0019608,0.0019608,0.64902,0.021569,0.0019608,0.0019608,0.0019608,0.17843,0.0019608,0.0019608,0.0019608,0.11961,0.0019608,0.0019608,0.0019608
0.00049751,0.15473,0.010448,0.00049751,0.1,0.00049751,0.00049751,0.00049751,0.00049751,0.015423,0.00049751,0.00049751,0.00049751,0.015423,0.69701,0.00049751,0.00049751,0.00049751,0.00049751,0.00049751
0.00070922,0.00070922,0.00070922,0.00070922,0.0078014,0.00070922,0.085816,0.00070922,0.00070922,0.00070922,0.029078,0.32695,0.014894,0.00070922,0.52553,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922
0.00051282,0.015897,0.00051282,0.00051282,0.00051282,0.051795,0.00051282,0.32872,0.00051282,0.00051282,0.026154,0.00051282,0.00051282,0.00051282,0.55949,0.00051282,0.00051282,0.00051282,0.00051282,0.010769
0.00052356,0.010995,0.0057592,0.00052356,0.00052356,0.00052356,0.00052356,0.89058,0.00052356,0.00052356,0.00052356,0.00052356,0.00052356,0.00052356,0.084293,0.00052356,0.00052356,0.00052356,0.00052356,0.00052356
0.0002809,0.064888,0.0002809,0.0002809,0.0030899,0.1941,0.35983,0.0002809,0.0002809,0.0002809,0.15197,0.0002809,0.0002809,0.0002809,0.19129,0.0002809,0.0002809,0.03118,0.0002809,0.0002809
0.0001182,0.26371,0.0001182,0.0001182,0.050946,0.0001182,0.15024,0.0001182,0.0001182,0.0001182,0.0001182,0.0001182,0.0001182,0.0001182,0.53322,0.0001182,0.0001182,0.0001182,0.0001182,0.0001182
0.0006135,0.037423,0.0006135,0.19693,0.0067485,0.0006135,0.0006135,0.7,0.0006135,0.019018,0.0006135,0.0006135,0.0006135,0.0006135,0.0006135,0.0006135,0.0006135,0.0006135,0.0006135,0.031288
0.00017544,0.15632,0.00017544,0.00017544,0.00017544,0.089649,0.019474,0.12123,0.017719,0.00017544,0.014211,0.18614,0.00017544,0.23877,0.017719,0.00017544,0.00017544,0.00017544,0.054561,0.082632
0.00037879,0.00037879,0.0041667,0.030682,0.00037879,0.098864,0.00037879,0.13295,0.00037879,0.00037879,0.00037879,0.00037879,0.00037879,0.00037879,0.28447,0.00037879,0.44356,0.00037879,0.00037879,0.00037879
0.0085366,0.21179,0.0004065,0.0004065,0.0004065,0.0004065,0.0004065,0.25244,0.0004065,0.0004065,0.0004065,0.0004065,0.0004065,0.0085366,0.5126,0.0004065,0.0004065,0.0004065,0.0004065,0.0004065
0.00042553,0.051489,0.00042553,0.00042553,0.00042553,0.00042553,0.030213,0.82596,0.00042553,0.00042553,0.00042553,0.00042553,0.00042553,0.00042553,0.077021,0.00042553,0.00042553,0.00042553,0.00042553,0.0089362
0.00025641,0.24385,0.00025641,0.00025641,0.00025641,0.34897,0.03359,0.00025641,0.00025641,0.0079487,0.041282,0.0028205,0.00025641,0.048974,0.18744,0.0028205,0.061795,0.018205,0.00025641,0.00025641
0.00051282,0.00051282,0.00051282,0.00051282,0.005641,0.087692,0.00051282,0.85692,0.00051282,0.00051282,0.00051282,0.00051282,0.010769,0.00051282,0.00051282,0.00051282,0.031282,0.00051282,0.00051282,0.00051282
