0.0016807,0.0016807,0.035294,0.0016807,0.0016807,0.0016807,0.0016807,0.0016807,0.0016807,0.0016807,0.0016807,0.018487,0.92605,0.0016807,0.0016807
0.00028289,0.00028289,0.0031117,0.025743,0.062518,0.00028289,0.00028289,0.00028289,0.00028289,0.00028289,0.71033,0.00028289,0.18982,0.00028289,0.0059406
0.00046404,0.00046404,0.00046404,0.00046404,0.00046404,0.056148,0.00046404,0.00046404,0.00046404,0.00046404,0.27425,0.0051044,0.6594,0.00046404,0.00046404
0.00032949,0.00032949,0.00032949,0.043163,0.1486,0.00032949,0.00032949,0.0069193,0.00032949,0.00032949,0.066227,0.00032949,0.7318,0.00032949,0.00032949
0.023015,0.00032415,0.029498,0.00032415,0.00032415,0.00032415,0.27909,0.00032415,0.01329,0.00032415,0.25964,0.042464,0.35041,0.00032415,0.00032415
0.00027435,0.00027435,0.0030178,0.43374,0.038683,0.00027435,0.00027435,0.00027435,0.00027435,0.00027435,0.50782,0.0030178,0.011248,0.00027435,0.00027435
0.022222,0.0020202,0.0020202,0.0020202,0.0020202,0.0020202,0.0020202,0.0020202,0.022222,0.0020202,0.0020202,0.0020202,0.93131,0.0020202,0.0020202
0.00080321,0.00080321,0.00080321,0.2257,0.18554,0.12932,0.00080321,0.00080321,0.00080321,0.00080321,0.00080321,0.00080321,0.4506,0.00080321,0.00080321
0.0058981,0.00053619,0.00053619,0.091689,0.00053619,0.00053619,0.00053619,0.00053619,0.00053619,0.00053619,0.032708,0.00053619,0.86381,0.00053619,0.00053619
0.00084388,0.00084388,0.19494,0.00084388,0.00084388,0.00084388,0.00084388,0.00084388,0.00084388,0.0092827,0.16962,0.00084388,0.61688,0.00084388,0.00084388
0.00093023,0.00093023,0.019535,0.00093023,0.00093023,0.14977,0.084651,0.00093023,0.00093023,0.00093023,0.00093023,0.00093023,0.6893,0.047442,0.00093023
0.00035398,0.00035398,0.00035398,0.00035398,0.0038938,0.26938,0.00035398,0.021593,0.025133,0.14903,0.00035398,0.00035398,0.48885,0.039292,0.00035398
0.0004158,0.26653,0.0004158,0.11268,0.0004158,0.16674,0.0004158,0.071102,0.0004158,0.0004158,0.11684,0.0004158,0.26237,0.0004158,0.0004158
0.00041408,0.00041408,0.00041408,0.00041408,0.00041408,0.0045549,0.00041408,0.00041408,0.00041408,0.00041408,0.0086957,0.00041408,0.98178,0.00041408,0.00041408
0.00071174,0.00071174,0.014947,0.064769,0.00071174,0.00071174,0.00071174,0.00071174,0.00071174,0.00071174,0.00071174,0.00071174,0.91174,0.00071174,0.00071174
0.00047059,0.00047059,0.104,0.00047059,0.00047059,0.00047059,0.00047059,0.00047059,0.00047059,0.00047059,0.00047059,0.32047,0.37224,0.19812,0.00047059
0.00034072,0.00034072,0.00034072,0.020784,0.00034072,0.00034072,0.00034072,0.00034072,0.00034072,0.00034072,0.024191,0.00034072,0.95094,0.00034072,0.00034072
0.00052493,0.00052493,0.00052493,0.00052493,0.00052493,0.00052493,0.00052493,0.00052493,0.00052493,0.00052493,0.35748,0.00052493,0.6357,0.00052493,0.00052493
0.00051151,0.00051151,0.00051151,0.026087,0.031202,0.00051151,0.00051151,0.00051151,0.00051151,0.00051151,0.24604,0.00051151,0.57852,0.00051151,0.11304
0.0004008,0.0044088,0.0004008,0.016433,0.048497,0.0004008,0.0004008,0.0004008,0.0004008,0.0044088,0.012425,0.0004008,0.91022,0.0004008,0.0004008
0.0005571,0.0005571,0.0005571,0.0005571,0.0005571,0.0005571,0.0005571,0.01727,0.045125,0.0005571,0.65237,0.0005571,0.27354,0.0061281,0.0005571
0.00029806,0.00029806,0.00029806,0.20596,0.077794,0.015201,0.00029806,0.027124,0.00029806,0.00029806,0.018182,0.0032787,0.65007,0.00029806,0.00029806
0.009611,0.00045767,0.00045767,0.014188,0.023341,0.00045767,0.00045767,0.1103,0.00045767,0.00045767,0.11945,0.00045767,0.71899,0.00045767,0.00045767
0.23196,0.00055096,0.00055096,0.01708,0.00055096,0.00055096,0.00055096,0.033609,0.00055096,0.00055096,0.00055096,0.00055096,0.64518,0.00055096,0.066667
0.00050633,0.00050633,0.00050633,0.010633,0.00050633,0.00050633,0.00050633,0.066329,0.030886,0.00050633,0.44608,0.00050633,0.44101,0.00050633,0.00050633
0.16499,0.0005305,0.0005305,0.14907,0.0005305,0.0005305,0.032361,0.0005305,0.0005305,0.0005305,0.19682,0.016446,0.43554,0.0005305,0.0005305
6.6912e-05,0.0014052,6.6912e-05,0.010773,0.53135,0.0087655,6.6912e-05,6.6912e-05,6.6912e-05,6.6912e-05,0.27976,6.6912e-05,0.15396,0.011442,0.0020743
0.025684,0.00042105,0.0046316,0.00042105,0.00042105,0.00042105,0.37095,0.00042105,0.00042105,0.00042105,0.25726,0.00042105,0.33726,0.00042105,0.00042105
0.00047733,0.00047733,0.00047733,0.029117,0.00047733,0.60191,0.00047733,0.00047733,0.00047733,0.00047733,0.25346,0.00047733,0.11026,0.00047733,0.00047733
0.043038,0.00084388,0.00084388,0.00084388,0.00084388,0.017722,0.00084388,0.00084388,0.00084388,0.00084388,0.00084388,0.00084388,0.92068,0.00084388,0.0092827
0.00048193,0.00048193,0.00048193,0.00048193,0.17398,0.00048193,0.00048193,0.00048193,0.00048193,0.00048193,0.034217,0.0053012,0.7812,0.00048193,0.00048193
0.0006006,0.0006006,0.0006006,0.0006006,0.0006006,0.0006006,0.0006006,0.0006006,0.0006006,0.012613,0.44505,0.090691,0.43904,0.0006006,0.0066066
0.00026212,0.00026212,0.14443,0.00026212,0.00026212,0.0028834,0.00026212,0.00026212,0.00026212,0.00026212,0.0028834,0.31743,0.52451,0.0055046,0.00026212
0.00033278,0.00033278,0.00033278,0.36639,0.00033278,0.00033278,0.00033278,0.0036606,0.00033278,0.00033278,0.62596,0.00033278,0.00033278,0.00033278,0.00033278
0.2057,0.023362,0.0005698,0.046154,0.011966,0.0005698,0.0005698,0.017664,0.0005698,0.0005698,0.034758,0.0005698,0.63305,0.023362,0.0005698
