0.39988,0.14189,0.00061425,0.025184,0.14189,0.00061425,0.22789,0.062039
0.00087108,0.0095819,0.00087108,0.00087108,0.92422,0.00087108,0.00087108,0.061847
0.023405,0.038837,0.17515,0.0079733,0.60211,0.087706,0.0028292,0.061986
0.0011261,0.079955,0.0011261,0.0011261,0.90203,0.0011261,0.0011261,0.012387
0.033733,4.9534e-05,0.016396,4.9534e-05,0.25267,4.9534e-05,0.64449,0.052556
0.00047893,0.0052682,0.0052682,0.053161,0.25431,0.68056,0.00047893,0.00047893
0.014547,0.012751,0.0001796,0.036099,0.46893,0.46534,0.0019756,0.0001796
0.0018939,0.0018939,0.0018939,0.039773,0.87311,0.0018939,0.058712,0.020833
0.20281,0.002008,0.002008,0.002008,0.74498,0.002008,0.002008,0.042169
0.0016181,0.0016181,0.0016181,0.55178,0.43851,0.0016181,0.0016181,0.0016181
0.037634,0.019713,0.0017921,0.46774,0.46774,0.0017921,0.0017921,0.0017921
0.32386,0.0018939,0.0018939,0.0018939,0.66477,0.0018939,0.0018939,0.0018939
0.003876,0.003876,0.003876,0.003876,0.89535,0.003876,0.081395,0.003876
0.0023923,0.0023923,0.0023923,0.0023923,0.98325,0.0023923,0.0023923,0.0023923
0.00048828,0.00048828,0.00048828,0.8208,0.14697,0.00048828,0.00048828,0.029785
0.0019685,0.0019685,0.0019685,0.0019685,0.98622,0.0019685,0.0019685,0.0019685
0.00063371,0.00063371,0.00063371,0.99556,0.00063371,0.00063371,0.00063371,0.00063371
0.0013369,0.054813,0.0013369,0.5762,0.33556,0.014706,0.0013369,0.014706
0.00098232,0.00098232,0.00098232,0.00098232,0.88507,0.10904,0.00098232,0.00098232
0.17039,0.0027933,0.0027933,0.030726,0.78492,0.0027933,0.0027933,0.0027933
0.00033467,0.00033467,0.00033467,0.83701,0.1342,0.027108,0.00033467,0.00033467
0.0056468,0.12372,0.00051335,0.64733,0.22125,0.00051335,0.00051335,0.00051335
0.074163,0.0023923,0.0023923,0.0023923,0.91148,0.0023923,0.0023923,0.0023923
0.00042052,0.00042052,0.025652,0.00042052,0.37048,0.5471,0.00042052,0.055088
0.00049801,0.39392,0.00049801,0.010458,0.46365,0.070219,0.060259,0.00049801
0.26691,0.0012077,0.085749,0.0012077,0.29106,0.0012077,0.27899,0.073671
0.00055928,0.00055928,0.0061521,0.045302,0.38647,0.00055928,0.38647,0.17394
0.16305,0.00016453,0.0067456,0.028134,0.62702,0.1104,0.06433,0.00016453
0.00024826,0.044935,0.58615,0.00024826,0.19389,0.017627,0.15665,0.00024826
0.83981,0.005578,0.018094,0.010059,0.05116,0.0044964,0.020103,0.050697
0.17174,0.46324,0.00063371,0.00063371,0.17174,0.00063371,0.19075,0.00063371
0.0011521,0.42742,0.0011521,0.0011521,0.48502,0.0011521,0.081797,0.0011521
0.0013193,0.23879,0.0013193,0.0013193,0.74011,0.0013193,0.0013193,0.014512
0.11135,0.0021834,0.0021834,0.0021834,0.78821,0.0021834,0.08952,0.0021834
0.41768,0.30544,0.00019693,0.010043,0.088814,0.00019693,0.17743,0.00019693
0.03491,0.57545,0.0011261,0.0011261,0.33896,0.0011261,0.046171,0.0011261
0.080159,0.46988,0.097874,0.00044287,0.34588,0.0048716,0.00044287,0.00044287
0.125,0.091216,0.0011261,0.0011261,0.66554,0.11374,0.0011261,0.0011261
0.000516,0.021156,0.000516,0.000516,0.53199,0.44427,0.000516,0.000516
0.00041876,0.15955,0.029732,0.00041876,0.75838,0.05067,0.00041876,0.00041876
0.00058548,0.053279,0.00058548,0.12939,0.48068,0.33431,0.00058548,0.00058548
0.00067204,0.00067204,0.00067204,0.00067204,0.25605,0.73992,0.00067204,0.00067204
0.00080128,0.00080128,0.00080128,0.00080128,0.61779,0.3774,0.00080128,0.00080128
0.0007764,0.0007764,0.0007764,0.42003,0.57531,0.0007764,0.0007764,0.0007764
0.0006105,0.0006105,0.0006105,0.60501,0.23871,0.15324,0.0006105,0.0006105
0.48179,0.0006502,0.0006502,0.0006502,0.41678,0.03316,0.06567,0.0006502
