0.1351,0.0946,0.066635,0.097493,0.096528,0.10328,0.11292,0.091707,0.10135,0.10039
0.15051,0.11697,0.092581,0.10376,0.077337,0.07937,0.094614,0.098679,0.10681,0.07937
0.10344,0.12954,0.11597,0.1285,0.089875,0.055428,0.08048,0.10344,0.085699,0.10762
0.10599,0.10506,0.11427,0.060866,0.098619,0.090331,0.13177,0.071915,0.09954,0.12164
0.072129,0.09405,0.14624,0.072129,0.062735,0.083612,0.13372,0.1118,0.1358,0.087787
0.0778,0.082846,0.093946,0.11009,0.090918,0.074773,0.13229,0.087891,0.1444,0.10505
0.14268,0.13104,0.09418,0.062173,0.11552,0.078661,0.071872,0.074782,0.11261,0.11649
0.099254,0.086461,0.076866,0.097122,0.093923,0.10565,0.12484,0.10352,0.086461,0.12591
0.13419,0.080018,0.086234,0.12886,0.10222,0.10488,0.10133,0.082682,0.085346,0.094227
0.13836,0.10089,0.072346,0.1223,0.066102,0.10446,0.094648,0.12498,0.075022,0.10089
0.064078,0.10077,0.12978,0.12125,0.11186,0.092235,0.10503,0.10162,0.074317,0.099061
0.09233,0.098155,0.090388,0.086505,0.095243,0.15835,0.09233,0.072913,0.12728,0.086505
0.10322,0.082965,0.070994,0.094015,0.13453,0.12716,0.10322,0.1023,0.11059,0.070994
0.090481,0.12029,0.10106,0.080865,0.080865,0.13087,0.092404,0.11548,0.078942,0.10875
0.1059,0.12275,0.10684,0.087172,0.087172,0.081554,0.11058,0.10496,0.11058,0.082491
0.093498,0.082509,0.092582,0.11364,0.072436,0.12463,0.09533,0.10632,0.10357,0.11548
0.1111,0.096123,0.088194,0.097004,0.11903,0.079383,0.092599,0.099648,0.12432,0.092599
0.093135,0.096748,0.081391,0.099458,0.11843,0.10849,0.11843,0.077778,0.097651,0.10849
0.12283,0.08583,0.098466,0.07861,0.13547,0.10839,0.077708,0.092148,0.08222,0.11832
0.092125,0.10066,0.14905,0.082638,0.094972,0.079791,0.1111,0.097818,0.08074,0.1111
0.1032,0.084184,0.06016,0.084184,0.11121,0.14224,0.093193,0.10821,0.074174,0.13924
0.11839,0.063718,0.097515,0.089563,0.12237,0.10149,0.12435,0.089563,0.10447,0.088569
0.12532,0.074865,0.087477,0.1073,0.091081,0.10099,0.08027,0.12532,0.1082,0.099189
0.088131,0.06637,0.11088,0.10297,0.096044,0.1,0.12077,0.090109,0.11583,0.1089
0.083088,0.10515,0.086239,0.1104,0.085189,0.10725,0.077836,0.1041,0.123,0.11775
0.070659,0.10594,0.073445,0.15515,0.089229,0.10687,0.1338,0.10687,0.089229,0.068802
0.093918,0.10113,0.08567,0.11351,0.079485,0.10526,0.10113,0.13515,0.073299,0.11144
0.0841,0.1091,0.0821,0.1171,0.1241,0.1131,0.1021,0.0991,0.0891,0.0801
0.1006,0.10764,0.11065,0.11166,0.10764,0.082513,0.13578,0.066432,0.11266,0.064422
0.093898,0.1165,0.10407,0.1052,0.10181,0.06678,0.10746,0.092768,0.087119,0.12441
0.096234,0.11407,0.10515,0.084341,0.076412,0.12696,0.1111,0.098216,0.094252,0.093261
0.077968,0.115,0.12355,0.087464,0.090313,0.10551,0.074169,0.083666,0.10551,0.13685
0.12193,0.11032,0.083643,0.14281,0.082483,0.084803,0.10104,0.090603,0.10684,0.075522
0.12691,0.084639,0.094948,0.1166,0.11454,0.090825,0.12278,0.092887,0.092887,0.06299
0.095571,0.06998,0.09065,0.073917,0.092618,0.14675,0.10148,0.084744,0.12411,0.12018
0.12149,0.11851,0.11751,0.091642,0.097612,0.075721,0.070746,0.12647,0.093632,0.086667
0.095091,0.071612,0.11964,0.1079,0.072679,0.07588,0.13885,0.10683,0.10896,0.10256
0.10294,0.084329,0.068658,0.11077,0.075514,0.13232,0.10979,0.10881,0.1,0.10686
0.066566,0.10785,0.11591,0.091742,0.12397,0.10685,0.1149,0.078651,0.093756,0.099799
0.10818,0.064113,0.090346,0.10923,0.11343,0.087198,0.06936,0.12183,0.10504,0.13127
0.11851,0.12249,0.065771,0.10657,0.094627,0.10358,0.091642,0.089652,0.087662,0.1195
0.071175,0.088944,0.1156,0.071175,0.084008,0.095854,0.16199,0.094867,0.10869,0.1077
0.098168,0.1208,0.09278,0.11002,0.072306,0.13804,0.10248,0.074461,0.10356,0.087392
0.092332,0.073679,0.11824,0.098549,0.11202,0.12756,0.1058,0.07886,0.11202,0.080933
0.086707,0.11793,0.12699,0.11289,0.10081,0.072608,0.081672,0.10483,0.11188,0.083686
0.10225,0.1288,0.074668,0.080797,0.079775,0.14515,0.080797,0.095097,0.11961,0.093054
0.12084,0.078968,0.12084,0.10915,0.074099,0.11207,0.094547,0.10526,0.093574,0.090652
0.10021,0.10125,0.12419,0.084567,0.089781,0.083525,0.078311,0.13775,0.11272,0.087696
0.11195,0.092674,0.084961,0.16208,0.052828,0.12224,0.086247,0.10039,0.073393,0.11324
0.099779,0.12414,0.12414,0.10642,0.10199,0.075415,0.095349,0.065449,0.11196,0.095349
0.10737,0.13686,0.097989,0.09933,0.096649,0.1315,0.10737,0.051072,0.068499,0.10335
0.10328,0.088274,0.077955,0.10985,0.12205,0.087336,0.12486,0.079831,0.093902,0.11266
0.097957,0.13452,0.086129,0.11409,0.065699,0.077527,0.11409,0.10763,0.10011,0.10226
0.093079,0.098244,0.095145,0.084814,0.10651,0.11064,0.1251,0.10651,0.11787,0.062087
0.11349,0.11236,0.062472,0.13503,0.074943,0.14524,0.093084,0.077211,0.056803,0.12937
0.074226,0.088606,0.079757,0.11294,0.1417,0.091925,0.077544,0.12069,0.097456,0.11515
0.083932,0.05998,0.091916,0.11886,0.093912,0.12285,0.10888,0.098902,0.12285,0.097904
0.10821,0.15603,0.082225,0.087422,0.10405,0.075988,0.10094,0.059356,0.12069,0.10509
0.12829,0.090185,0.11212,0.098268,0.10635,0.08903,0.11097,0.091339,0.08903,0.084411
0.091309,0.1353,0.099893,0.12564,0.10633,0.084871,0.092382,0.10204,0.076288,0.085944
0.12071,0.12184,0.07975,0.087713,0.094539,0.13549,0.12298,0.094539,0.093402,0.049033
